id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
10885,Men,Apparel,Topwear,Tshirts,Teal,Fall,2011,Casual,Wrangler Men Glow in Dark Teal T-shirt
10612,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,Flying Machine Men Ydc Maroon Shirts
10044,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Ferrari Logo Black Tshirts
10878,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Wrangler Men Red Polo Tshirts
10276,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Clarks Men Leather Black Formal Shoes
10282,Women,Footwear,Shoes,Flats,Black,Winter,2013,Casual,Clarks Women Spice Pat Black Flats
10249,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Hahk Brown Handbags
10285,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Clarks Men Goya Rates Leather Black Formal Shoes
10271,Women,Footwear,Shoes,Heels,Red,Fall,2012,Casual,Clarks Women Sona Silk Leather Red Heels
10043,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men ferrari Black Polo Tshirts
10427,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,United Colors of Benetton Men Checks Red Shirts
10615,Women,Footwear,Shoes,Casual Shoes,Cream,Fall,2011,Casual,Carlton London Women balle Grey Casual Shoes
10088,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Reebok Men Racehound Silver Sports Shoes
10418,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tops
10840,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men Green Polo T-shirt
10814,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Men Easter Bright Amslar Purple Shirt
10028,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Nike Women As Club Jerse White T-Shirts
10487,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Flying Machine Men Midrise Blue Jeans
10017,Women,Apparel,Topwear,Jackets,Blue,Fall,2011,Sports,Nike Women As The Windru Blue Jackets
10225,Women,Accessories,Bags,Handbags,Beige,Winter,2015,Casual,Murcia Women Hahk Beige Handbags
10641,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Doodle Boy D Print Red T-shirt
10473,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Flying Machine Men FS Solid Grey Shirts
10813,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Men Dirt Rider Check Black Shirts
10474,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Flying Machine Men Ydc Black Shirts
10646,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Doodle Boy Athlethic Red Tshirts
10222,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Zoe Grey Handbags
10010,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Nike Men As Showdown F Black T-Shirts
10480,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Flying Machine Men SS Yellow Shirts
10825,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men Green Polo T-shirt
10019,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Nike Women As Miler Ss White T-Shirts
10489,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016,Casual,Flying Machine Men Midrise Blue Jeans
10214,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Rubena Brown Handbags
10026,Women,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Nike Women As Challenger Black T-Shirts
10442,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men HS True Blue Tshirts
10670,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Doodle Boy Stop global warming Black Tshirts
10684,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Doodle Boy Athlethic Blue Tshirts
10822,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Navy Blue Polo Tshirts
10683,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Doodle Boy Athlethic Blue Tshirts
10677,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Doodle Girl Flap doodle angel Pink Tops
10445,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Flying Machine Men Midrise Blue Jeans
10021,Men,Apparel,Bottomwear,Shorts,White,Spring,2013,Sports,Nike Men As Woven Shor White Shorts
10213,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Hahk Black Handbags

